date,tid,open,high,low,close,volume,mid,range,fac0,avg,s3,s7,s14,s21,s35,s49,s75,s100,s150,s200,s300,s400,s500,s600,s800,s1000,s1500,s2000,s3000,ma_close,ub,lb
2021-06-01/15:00:00,1,3617.08,3626.07,3617.04,3624.71,4335264200,3621.555,9.03,172.156672,280.129844,2092.727294,1370.011605,968.7444962,790.9765689,612.6878157,517.8157143,418.5454588,362.471,295.9563322,256.3057021,209.2727294,181.2355,162.1019592,147.9781661,128.152851,114.6233946,93.58960977,81.05097959,66.17784771,3584.873281,182.389318,-162.849772
2021-06-01/14:30:00,1,3619.07,3622.51,3614.7,3617.56,3025091500,3618.605,7.81,183.831109,284.243059,2088.59924,1367.309159,966.8335783,789.416311,611.4792451,516.7942857,417.719848,361.756,295.3725371,255.8001207,208.859924,180.878,161.7822015,147.6862686,127.9000604,114.3972917,93.40499756,80.89110073,66.04730717,3583.415373,179.349069,-162.849772
2021-06-01/14:00:00,1,3611.82,3618.5,3609.53,3618.03,3049206100,3614.015,8.97,152.776813,283.167081,2088.870594,1367.486802,966.9591911,789.5188734,611.5586896,516.8614286,417.7741189,361.803,295.4109125,255.8333548,208.8870594,180.9015,161.8032205,147.7054562,127.9166774,114.4121544,93.41713291,80.90161025,66.05588816,3582.033344,176.28343,-162.849772
2021-06-01/13:30:00,1,3612.61,3615.44,3609.74,3612.1,3322185400,3612.59,5.7,249.223377,289.544438,2085.446907,1365.245473,965.3743319,788.2248413,610.5563367,516.0142857,417.0893815,361.21,294.92673,255.4140404,208.5446907,180.605,161.5380228,147.463365,127.7070202,114.2246314,93.26402097,80.76901142,65.94762167,3580.704378,173.174916,-162.849772
2021-06-01/11:30:00,1,3591.5,3611.76,3591.5,3611.33,2454453500,3601.63,20.26,278.03449,70.55761,2085.002348,1364.95444,965.1685408,788.0568135,610.4261829,515.9042857,417.0004695,361.133,294.8638598,255.3595932,208.5002348,180.5665,161.5035874,147.4319299,127.6797966,114.2002818,93.24413965,80.75179369,65.93356345,3579.525855,173.405148,-162.849772
2021-06-01/11:00:00,1,3587.88,3598.27,3581.91,3591.05,3342996400,3590.09,16.36,-261.460955,-290.388864,2073.293684,1357.289321,959.7484828,783.6313547,606.9982373,513.0071429,414.6587368,359.105,293.2080047,253.9255807,207.3293684,179.5525,160.5966382,146.6040023,126.9627903,113.5589719,92.7205123,80.29831911,65.563303,3578.656497,183.032816,-162.849772
2021-06-01/10:30:00,1,3605.52,3608.32,3584.17,3587.35,5706047300,3596.245,24.15,-276.996873,2.160105,2071.157488,1355.890852,958.7596162,782.8239485,606.3728231,512.4785714,414.2314976,358.735,292.905901,253.6639511,207.1157488,179.3675,160.4311692,146.4529505,126.8319756,113.4419676,92.62497871,80.21558459,65.49575056,3577.830127,183.032816,-159.79095
2021-06-01/10:00:00,1,3608.6,3613.78,3598.82,3605.13,10045896900,3606.3,14.96,-209.13408,202.801417,2081.422776,1362.611061,963.5115211,786.7038626,609.3781917,515.0185714,416.2845552,360.513,294.3576319,254.921187,208.1422776,180.2565,161.226315,147.1788159,127.4605935,114.0042206,93.08405634,80.61315748,65.82036746,3576.705001,185.904212,-159.79095
2021-05-31/15:00:00,1,3604.77,3615.66,3604.48,3615.48,4022390300,3610.07,11.18,195.357176,264.829022,2087.398351,1366.522993,966.2776749,788.9624178,611.127661,516.4971429,417.4796702,361.548,295.2027058,255.6530425,208.7398351,180.774,161.689181,147.6013529,127.8265213,114.3315163,93.35129219,80.84459051,66.00933174,3575.315219,184.68402,-159.79095
2021-05-31/14:30:00,1,3603.57,3606.84,3600.97,3605.23,2621653600,3603.905,5.87,195.581649,232.706625,2081.480511,1362.648857,963.5382472,786.7256844,609.3950948,515.0328571,416.2961022,360.523,294.3657968,254.9282581,208.1480511,180.2615,161.2307871,147.1828984,127.464129,114.0073829,93.08663833,80.61539355,65.8221932,3573.9128,183.022282,-159.79095
2021-05-31/14:00:00,1,3592.58,3603.08,3592.08,3601.81,2785251700,3597.58,11,180.494557,152.218757,2079.505973,1361.356219,962.6242137,785.9793792,608.8170092,514.5442857,415.9011946,360.181,294.086555,254.6864276,207.9505973,180.0905,161.07784,147.0432775,127.3432138,113.899233,92.99833431,80.53892002,65.75975283,3572.656292,183.163332,-159.79095
2021-05-31/13:30:00,1,3593.85,3595.97,3590.5,3592.5,2964394600,3593.235,5.47,122.070729,9.536271,2074.130842,1357.837369,960.1360116,783.9477707,607.243332,513.2142857,414.8261684,359.25,293.3263967,254.0281111,207.4130842,179.625,160.6614842,146.6631983,127.0140556,113.6048249,92.75795114,80.33074209,65.58977626,3571.516315,186.836961,-159.79095
2021-05-31/11:30:00,1,3591.92,3595.42,3590.21,3593.61,2546256300,3592.815,5.21,155.102718,-46.70801,2074.771701,1358.25691,960.4326715,784.1899925,607.4309563,513.3728571,414.9543402,359.361,293.4170278,254.1066,207.4771701,179.6805,160.7111249,146.7085139,127.0533,113.6399262,92.78661122,80.35556245,65.610042,3570.399038,208.540121,-159.79095
2021-05-31/11:00:00,1,3596.28,3597.37,3588.07,3592.14,3257148900,3592.72,9.3,197.752117,-107.08129,2073.922996,1357.701302,960.0397975,783.8692122,607.1824809,513.1628571,414.7845992,359.214,293.2970028,254.0026553,207.3922996,179.607,160.6453845,146.6485014,127.0013276,113.5934407,92.74865598,80.32269225,65.58320359,3569.235212,208.540121,-162.540512
2021-05-31/10:30:00,1,3587.65,3596.21,3582.24,3595.92,4789743800,3589.225,13.97,-225.27136,-229.103585,2076.10538,1359.130008,961.050045,784.6940759,607.8214175,513.7028571,415.221076,359.592,293.6056385,254.2699417,207.610538,179.796,160.8144312,146.8028193,127.1349708,113.7129748,92.84625516,80.40721562,65.65221663,3568.069792,208.540121,-162.461614
2021-05-31/10:00:00,1,3600.07,3600.35,3580.72,3587.41,10165537800,3590.535,19.63,-227.789038,-241.930106,2071.192129,1355.91353,958.7756518,782.8370416,606.382965,512.4871429,414.2384258,358.741,292.9107999,253.6681938,207.1192129,179.3705,160.4338525,146.4554,126.8340969,113.443865,92.62652791,80.21692623,65.496846,3566.879427,208.540121,-160.270368
2021-05-28/15:00:00,1,3587.97,3600.79,3586.28,3600.78,3923182100,3593.535,14.51,218.308872,-249.837678,2078.911302,1360.966915,962.3489347,785.7546148,608.6429075,514.3971429,415.7822605,360.078,294.0024559,254.6135956,207.8911302,180.039,161.031777,147.0012279,127.3067978,113.8666615,92.97173982,80.51588852,65.74094769,3565.559209,208.540121,-157.775633
2021-05-28/14:30:00,1,3589.6,3594.84,3582.36,3587.23,3101703400,3588.6,12.48,-288.791745,-317.297507,2071.088206,1355.845497,958.7275448,782.7977624,606.3525394,512.4614286,414.2176412,358.723,292.896103,253.6554659,207.1088206,179.3615,160.4258026,146.4480515,126.8277329,113.4381729,92.62188033,80.21290131,65.49355967,3564.202181,208.540121,-154.148312
2021-05-28/14:00:00,1,3614.55,3614.55,3589.95,3589.96,3171488300,3602.25,24.6,-289.276515,-216.957386,2072.664372,1356.87734,959.457168,783.3934972,606.8139937,512.8514286,414.5328745,358.996,293.1190066,253.848506,207.2664372,179.498,160.5478919,146.5595033,126.924253,113.5245031,92.69236862,80.27394597,65.54340242,3562.64331,208.540121,-151.060832
2021-05-28/13:30:00,1,3610.23,3622.18,3610.23,3614.07,3632070900,3616.205,11.95,229.76821,241.825648,2086.584287,1365.990063,965.9008366,788.6547306,610.8893275,516.2957143,417.3168575,361.407,295.0875798,255.5533405,208.6584287,180.7035,161.6261239,147.5437899,127.7766702,114.2869282,93.31488615,80.81306195,65.98358878,3560.582099,208.540121,-154.846015
2021-05-28/11:30:00,1,3604.71,3611.14,3601.88,3609.03,2946573900,3606.51,9.26,155.065546,-1.92032,2083.674442,1364.085122,964.5538399,787.5549124,610.037412,515.5757143,416.7348884,360.903,294.6760655,255.1969587,208.3674442,180.4515,161.4007283,147.3380328,127.5984793,114.1275494,93.18475391,80.70036413,65.89157139,3558.378142,205.137477,-154.846015
2021-05-28/11:00:00,1,3608.66,3610.61,3602.16,3604.5,2954990400,3606.385,8.45,-196.386457,-56.950175,2081.059045,1362.372943,963.3431465,786.5663854,609.2717022,514.9285714,416.2118091,360.45,294.3061926,254.8766393,208.1059045,180.225,161.1981405,147.1530963,127.4383196,113.9842983,93.06778981,80.59907025,65.80886528,3556.256147,205.137477,-159.430969
2021-05-28/10:30:00,1,3611.37,3617,3606.34,3608.63,4806124100,3611.67,10.66,207.055427,242.739302,2083.443502,1363.933936,964.4469354,787.4676252,609.9697996,515.5185714,416.6887004,360.863,294.6434057,255.1686744,208.3443502,180.4315,161.3828397,147.3217028,127.5843372,114.1149003,93.17442595,80.69141986,65.88426842,3553.980724,205.137477,-193.304262
2021-05-28/10:00:00,1,3610.77,3616.18,3600.5,3611.16,10384749900,3608.34,15.68,201.833385,186.29933,2084.904198,1364.890186,965.1231063,788.0197165,610.3974477,515.88,416.9808396,361.116,294.8499793,255.3475724,208.4904198,180.558,161.4959848,147.4249897,127.6737862,114.194906,93.23975027,80.74799238,65.93045969,3551.599271,204.857321,-193.304262
2021-05-27/15:00:00,1,3604.8,3609.82,3603.6,3608.85,4707507300,3606.71,6.22,170.710749,128.16978,2083.570519,1364.017088,964.5057329,787.5156332,610.0069864,515.55,416.7141038,360.885,294.6613686,255.1842307,208.3570519,180.4425,161.3926784,147.3306843,127.5921154,114.1218573,93.18010633,80.69633921,65.88828506,3549.221441,206.369325,-193.304262
2021-05-27/14:30:00,1,3600.07,3607.54,3598.59,3604.01,2349896300,3603.065,8.95,163.606615,146.36562,2080.776144,1362.18774,963.2121885,786.4594586,609.1888771,514.8585714,416.1552287,360.401,294.2661843,254.841991,208.0776144,180.2005,161.176227,147.1330921,127.4209955,113.9688031,93.05513806,80.58811352,65.79991915,3546.851567,208.515271,-193.304262
2021-05-27/14:00:00,1,3597.74,3601.98,3597.22,3600.1,2311544900,3599.6,4.76,-162.66988,126.22353,2078.518704,1360.709899,962.167197,785.6062266,608.5279665,514.3,415.7037408,360.01,293.9469341,254.5655123,207.8518704,180.005,161.0013665,146.973467,127.2827561,113.845158,92.9541823,80.50068326,65.72853264,3544.518641,210.67434,-193.304262
2021-05-27/13:30:00,1,3599.81,3604.72,3594.51,3597.77,2726140800,3599.615,10.21,-245.059443,190.175055,2077.173478,1359.829242,961.5444783,785.097779,608.1341246,513.9671429,415.4346956,359.777,293.7566904,254.4007564,207.7173478,179.8885,160.8971657,146.8783452,127.2003782,113.771477,92.89402196,80.44858287,65.68599286,3542.1659,212.141785,-193.304262
2021-05-27/11:30:00,1,3617.25,3617.64,3598.72,3599.81,2585346000,3608.18,18.92,-282.514121,264.987698,2078.351273,1360.60029,962.0896912,785.5429435,608.4789475,514.2585714,415.6702545,359.981,293.9232557,254.5450062,207.8351273,179.9905,160.9883973,146.9616278,127.2725031,113.8359874,92.94669453,80.49419866,65.72323799,3539.606289,211.41464,-193.304262
2021-05-27/11:00:00,1,3595.5,3626.2,3595.5,3616.18,3706291900,3610.85,30.7,308.761766,343.919754,2087.802496,1366.787568,966.4647578,789.1151703,611.2459826,516.5971429,417.5604993,361.618,295.2598606,255.70254,208.7802496,180.809,161.720486,147.6299303,127.85127,114.3536523,93.36936611,80.86024299,66.02211193,3536.796779,208.257157,-193.304262
2021-05-27/10:30:00,1,3590.29,3597.62,3589.5,3595.41,3998057400,3593.56,8.12,217.798774,-61.403501,2075.810931,1358.937246,960.9137418,784.5827847,607.7352118,513.63,415.1621863,359.541,293.5639972,254.2338792,207.5810931,179.7705,160.7916233,146.7819986,127.1169396,113.6968472,92.83308702,80.39581167,65.64290535,3534.140564,208.237318,-193.304262
2021-05-27/10:00:00,1,3585.73,3592.44,3579.26,3590.22,8570364000,3585.85,13.18,-219.575555,-235.286104,2072.814483,1356.97561,959.5266559,783.4502339,606.8579417,512.8885714,414.5628967,359.022,293.1402355,253.8668908,207.2814483,179.511,160.5595195,146.5701177,126.9334454,113.532725,92.69908179,80.27975974,65.54814935,3531.805953,208.237318,-194.368184
2021-05-26/15:00:00,1,3594.33,3597.92,3590.39,3593.36,3807307100,3594.155,7.53,139.592517,49.943322,2074.627363,1358.162419,960.3658562,784.1354381,607.3886986,513.3371429,414.9254727,359.336,293.3966154,254.0889223,207.4627363,179.668,160.6999446,146.6983077,127.0444612,113.6320205,92.78015625,80.34997228,65.60547764,3529.39481,208.237318,-157.327368
2021-05-26/14:30:00,1,3596.76,3597.53,3590.72,3594.31,2429069100,3594.125,6.81,-154.572184,68.953779,2075.175846,1358.521485,960.6197544,784.3427451,607.5492779,513.4728571,415.0351692,359.431,293.4741826,254.1560975,207.5175846,179.7155,160.7424298,146.7370913,127.0780487,113.6620622,92.80468514,80.37121492,65.62282219,3526.784025,212.610195,-157.327368
2021-05-26/14:00:00,1,3590.93,3599.86,3590.63,3597.16,2438462800,3595.245,9.23,178.615192,178.029297,2076.821294,1359.598684,961.381449,784.964666,608.0310158,513.88,415.3642589,359.716,293.7068841,254.3576229,207.6821294,179.858,160.8698857,146.8534421,127.1788115,113.7521871,92.87827182,80.43494286,65.67485583,3524.088962,214.943158,-157.327368
2021-05-26/13:30:00,1,3591.75,3594.62,3587.53,3590.76,3077885600,3591.075,7.09,-177.80516,50.230723,2073.126253,1357.179711,959.670977,783.5680715,606.9492183,512.9657143,414.6252505,359.076,293.1843263,253.9050746,207.3126253,179.538,160.583669,146.5921631,126.9525373,113.5498013,92.71302453,80.29183451,65.55800835,3521.375426,217.457731,-157.327368
2021-05-26/11:30:00,1,3598.36,3599.34,3587.12,3591.68,3123723100,3593.23,12.22,-205.853596,172.625629,2073.657415,1357.527438,959.9168574,783.768832,607.1047267,513.0971429,414.731483,359.168,293.259444,253.9701284,207.3657415,179.584,160.6248127,146.629722,126.9850642,113.5788943,92.73677883,80.31240633,65.57480518,3518.631748,220.005112,-157.327368
2021-05-26/11:00:00,1,3598.27,3603.49,3595.27,3598.06,3558617200,3599.38,8.22,205.853596,299.36218,2077.34091,1359.938852,961.6219841,785.1610621,608.1831436,514.0085714,415.4681819,359.806,293.7803688,254.4212625,207.734091,179.903,160.9101349,146.8901844,127.2106313,113.7806476,92.90150972,80.45506747,65.69128751,3515.699534,218.549382,-157.327368
2021-05-26/10:30:00,1,3592.33,3602.2,3587.12,3597.77,4957727900,3594.66,15.08,208.434138,327.512037,2077.173478,1359.829242,961.5444783,785.097779,608.1341246,513.9671429,415.4346956,359.777,293.7566904,254.4007564,207.7173478,179.8885,160.8971657,146.8783452,127.2003782,113.771477,92.89402196,80.44858287,65.68599286,3512.687961,214.535976,-157.327368
2021-05-26/10:00:00,1,3586.84,3598.66,3585.41,3591.8,10805236000,3592.035,13.25,225.504199,350.978267,2073.726697,1357.572794,959.9489287,783.7950181,607.1250104,513.1142857,414.7453394,359.18,293.2692419,253.9786137,207.3726697,179.59,160.6301792,146.634621,126.9893068,113.582689,92.73987722,80.31508962,65.57699607,3509.741276,209.592522,-157.327368
2021-05-25/15:00:00,1,3579.88,3584.5,3578.98,3581.34,4170547100,3581.74,5.52,186.482519,332.940442,2067.687613,1353.619286,957.1533761,781.512459,605.3569477,511.62,413.5375226,358.134,292.4151865,253.23898,206.7687613,179.067,160.1623938,146.2075933,126.61949,113.2519148,92.46980118,80.08119691,65.38602347,3506.950486,204.438162,-157.327368
2021-05-25/14:30:00,1,3574.47,3580.52,3571,3579.54,2838365400,3575.76,9.52,185.550124,356.034805,2066.648383,1352.93895,956.6723059,781.1196668,605.0526922,511.3628571,413.3296765,357.954,292.2682171,253.1117008,206.6648383,178.977,160.0818954,146.1341086,126.5558504,113.1949938,92.42332538,80.04094768,65.35316012,3504.37557,199.09768,-157.327368
2021-05-25/14:00:00,1,3568.63,3576.99,3567.14,3574.16,3006319600,3572.065,9.85,247.063183,380.886048,2063.542238,1350.905501,955.2344404,779.9456546,604.1433062,510.5942857,412.7084476,357.416,291.828942,252.7312773,206.3542238,178.708,159.8412944,145.914471,126.3656387,113.0248632,92.28441438,79.92064722,65.2549352,3501.91869,192.902274,-157.327368
2021-05-25/13:30:00,1,3553.21,3570.76,3553.21,3568.52,3100135500,3561.985,17.55,226.778164,388.098051,2060.285983,1348.773781,953.727087,778.7149057,603.1899722,509.7885714,412.0571965,356.852,291.3684379,252.3324691,206.0285983,178.426,159.589066,145.6842189,126.1662345,112.8465108,92.1387902,79.79453299,65.15196336,3499.648198,186.108316,-157.327368
2021-05-25/11:30:00,1,3553.98,3558.17,3550.7,3553.21,2524080000,3554.435,7.47,200.58624,375.065517,2051.44675,1342.987145,949.6353174,775.3739898,600.6021099,507.6014286,410.28935,355.321,290.1183816,251.2498886,205.144675,177.6605,158.904382,145.0591908,125.6249443,112.362366,91.7434877,79.45219098,64.87244229,3497.631468,179.322343,-157.327368
2021-05-25/11:00:00,1,3543.71,3555.33,3542.43,3554.42,4031851300,3548.88,12.9,317.179008,399.666939,2052.145344,1343.444482,949.9587035,775.6380334,600.8066372,507.7742857,410.4290688,355.442,290.2171777,251.3354485,205.2145344,177.721,158.9584948,145.1085889,125.6677243,112.4006296,91.77472977,79.47924741,64.89453376,3495.803237,172.299954,-157.327368
2021-05-25/10:30:00,1,3516.5,3544.45,3515.81,3543.74,5572492900,3530.13,28.64,326.0708,383.168849,2045.979243,1339.407822,947.1043534,773.3074663,599.0013877,506.2485714,409.1958486,354.374,289.3451594,250.5802585,204.5979243,177.187,158.4808707,144.6725797,125.2901292,112.0628984,91.49897336,79.24043535,64.69954453,3494.341261,165.103419,-157.327368
2021-05-25/10:00:00,1,3502.54,3516.3,3502.54,3516.21,8880320900,3509.42,13.76,241.955593,291.685624,2030.08479,1329.00246,939.7466514,767.2999278,594.3479684,502.3157143,406.016958,351.621,287.0973443,248.6335935,203.008479,175.8105,157.2496917,143.5486721,124.3167968,111.1923233,90.78815181,78.62484583,64.1969178,3493.488508,159.563697,-157.327368
2021-05-24/15:00:00,1,3495.53,3497.28,3493.1,3497.28,3290008100,3495.19,4.18,150.025449,211.316458,2019.155549,1321.847592,934.6873961,763.1690632,591.1482144,499.6114286,403.8311099,349.728,285.5517163,247.2950404,201.9155549,174.864,156.4031163,142.7758581,123.6475202,110.5937042,90.29938131,78.20155816,63.85130486,3493.178436,156.712446,-157.327368
2021-05-24/14:30:00,1,3491.38,3496.84,3488.33,3495.82,2223813400,3492.585,8.51,146.286591,185.902606,2018.312618,1321.295764,934.2971947,762.850465,590.9014294,499.4028571,403.6625236,349.582,285.4325078,247.1918028,201.8312618,174.791,156.3378231,142.7162539,123.5959014,110.5475349,90.26168428,78.16891157,63.82464903,3493.130017,155.537685,-157.327368
2021-05-24/14:00:00,1,3494.77,3495.72,3488.6,3491.36,2184727100,3492.16,7.12,-155.714898,201.163147,2015.737636,1319.610042,933.1052096,761.8772133,590.1475518,498.7657143,403.1475272,349.136,285.0683503,246.8764332,201.5737636,174.568,156.1383659,142.5341751,123.4382166,110.4064973,90.14652757,78.06918294,63.74322095,3493.126009,154.551313,-157.327368
2021-05-24/13:30:00,1,3492.04,3498.24,3489.07,3494.67,2411377700,3493.655,9.17,171.741673,186.794274,2017.648665,1320.861105,933.9898443,762.5995145,590.7070439,499.2385714,403.529733,349.467,285.3386106,247.1104855,201.7648665,174.7335,156.2863936,142.6693053,123.5552428,110.5111687,90.2319914,78.14319679,63.803653,3493.101953,153.576685,-157.327368
2021-05-24/11:30:00,1,3486.51,3494.07,3486.51,3492.04,2176732600,3490.29,7.56,241.394158,124.566189,2016.130234,1319.867058,933.2869472,762.0256014,590.2624927,498.8628571,403.2260468,349.204,285.123872,246.9245164,201.6130234,174.602,156.1687764,142.561936,123.4622582,110.4280008,90.1640851,78.0843882,63.75563599,3493.102251,153.82848,-157.327368
2021-05-24/11:00:00,1,3474.57,3487.01,3470.83,3487.01,3357763100,3478.92,16.18,206.462903,-204.112871,2013.226162,1317.965897,931.9426232,760.9279654,589.4122676,498.1442857,402.6452324,348.701,284.7131743,246.5688417,201.3226162,174.3505,155.943828,142.3565871,123.2844209,110.2689382,90.03421105,77.97191398,63.66380117,3493.32666,167.80029,-157.327368
2021-05-24/10:30:00,1,3482.2,3483.81,3469.99,3474.51,3828314700,3476.9,13.82,-256.133403,-263.75397,2006.009284,1313.241341,928.6018576,758.2002418,587.2993819,496.3585714,401.2018568,347.451,283.6925535,245.6849582,200.6009284,173.7255,155.384811,141.8462768,122.8424791,109.8736535,89.71146244,77.69240549,63.43558344,3493.755444,167.80029,-154.746355
2021-05-24/10:00:00,1,3486.27,3496.15,3480.4,3482.49,9478187500,3488.275,15.75,198.889513,-9.318006,2010.616539,1316.257498,930.7346023,759.9416206,588.6482481,497.4985714,402.1233078,348.249,284.3441178,246.2492294,201.0616539,174.1245,155.7416874,142.1720589,123.1246147,110.1260033,89.91750516,77.87084371,63.58127764,3494.031608,167.80029,-155.13928
2021-05-21/15:00:00,1,3487.01,3489.37,3484.23,3486.56,3423814900,3486.8,5.14,-147.058241,-170.446478,2012.966355,1317.795813,931.8223556,760.8297674,589.3362037,498.08,402.5932709,348.656,284.6764319,246.5370219,201.2966355,174.328,155.9237034,142.338216,123.268511,110.254708,90.0225921,77.96185168,63.65558534,3494.140076,167.80029,-157.036662
2021-05-21/14:30:00,1,3490.06,3492.84,3486.39,3487.02,2260515000,3489.615,6.45,-161.226443,-77.442773,2013.231936,1317.969677,931.9452958,760.9301476,589.4139579,498.1457143,402.6463871,348.702,284.7139908,246.5695488,201.3231936,174.351,155.9442752,142.3569954,123.2847744,110.2692545,90.03446925,77.97213759,63.66398375,3494.215335,167.80029,-157.799173
2021-05-21/14:00:00,1,3496.05,3496.73,3486.88,3490.19,2340625000,3491.805,9.85,-175.953027,-95.867354,2015.062136,1319.167824,932.7925139,761.6218983,589.9497857,498.5985714,403.0124272,349.019,284.9728202,246.7937017,201.5062136,174.5095,156.0860419,142.4864101,123.3968508,110.3694987,90.1163183,78.04302094,63.72185977,3494.19734,167.80029,-159.706635
2021-05-21/13:30:00,1,3491.52,3499.19,3488.65,3495.62,2444482300,3493.92,10.54,218.090706,-112.883793,2018.197148,1321.220171,934.2437425,762.8068215,590.8676232,499.3742857,403.6394296,349.562,285.4161778,247.1776606,201.8197148,174.781,156.3288789,142.7080889,123.5888303,110.5412103,90.2565203,78.16443944,63.82099755,3494.095185,167.80029,-161.010382
2021-05-21/11:30:00,1,3487.56,3491.51,3480.26,3491.04,2331786100,3485.885,11.25,-184.307359,-282.915292,2015.552884,1319.489094,933.019686,761.8073835,590.0934619,498.72,403.1105768,349.104,285.0422224,246.8538057,201.5552884,174.552,156.124055,142.5211112,123.4269029,110.396378,90.13826521,78.06202752,63.73737857,3494.065012,167.80029,-159.357007
2021-05-21/11:00:00,1,3485.34,3493.79,3482.3,3487.31,3502598400,3488.045,11.49,-206.507773,-298.887439,2013.399367,1318.079286,932.0228015,760.9934308,589.4629768,498.1871429,402.6798734,348.731,284.7376692,246.5900549,201.3399367,174.3655,155.9572444,142.3688346,123.2950275,110.2784251,90.04195702,77.97862219,63.6692784,3494.107041,167.80029,-154.711729
2021-05-21/10:30:00,1,3496.53,3496.7,3479.72,3486.17,4145675200,3488.21,16.98,-312.084534,-312.084534,2012.741188,1317.648407,931.7181237,760.7446624,589.2702816,498.0242857,402.5482376,348.617,284.6445886,246.5094447,201.2741188,174.3085,155.906262,142.3222943,123.2547224,110.2423751,90.01252235,77.95313101,63.64846494,3494.088297,167.80029,-149.558322
2021-05-21/10:00:00,1,3510.84,3518.38,3497.33,3497.33,7933131600,3507.855,21.05,-230.575477,139.976157,2019.184417,1321.86649,934.7007592,763.1799741,591.1566659,499.6185714,403.8368834,349.733,285.5557987,247.2985759,201.9184417,174.8665,156.4053524,142.7778994,123.649288,110.5952853,90.30067231,78.2026762,63.85221773,3493.736211,167.80029,-143.425471
2021-05-20/15:00:00,1,3514,3514,3505.21,3506.94,3887986100,3509.605,8.79,-177.9863,205.640889,2024.732753,1325.498729,937.2691397,765.277048,592.7810524,500.9914286,404.9465506,350.694,286.340452,247.9781055,202.4732753,175.347,156.8351247,143.170226,123.9890528,110.8991802,90.54880144,78.41756233,64.02767153,3493.017824,168.101972,-143.425471
2021-05-20/14:30:00,1,3512.48,3517.74,3507.8,3514.14,2948424600,3512.77,9.94,205.602839,263.178436,2028.889675,1328.220073,939.1934207,766.8482168,593.9980745,502.02,405.777935,351.414,286.9283295,248.4872224,202.8889675,175.707,157.1571184,143.4641647,124.2436112,111.1268642,90.73470464,78.57855922,64.15912494,3492.192613,166.537582,-143.425471
2021-05-20/14:00:00,1,3502.37,3512.56,3501.01,3512.54,2265791800,3506.785,11.55,197.070313,52.979366,2027.965915,1327.61533,938.7658027,766.4990682,593.7276252,501.7914286,405.5931829,351.254,286.79769,248.3740853,202.7965915,175.627,157.0855643,143.398845,124.1870427,111.0762677,90.69339282,78.54278214,64.12991307,3491.378999,167.385342,-143.425471
2021-05-20/13:30:00,1,3501.28,3503.75,3497.17,3502.72,2430912900,3500.46,6.58,185.791684,-25.254156,2022.296335,1323.903719,936.1412973,764.3561685,592.0677422,500.3885714,404.459267,350.272,285.9958904,247.6797065,202.2296335,175.136,156.6464005,142.9979452,123.8398532,110.7657321,90.43984151,78.32320026,63.95062522,3490.725804,204.281114,-143.425471
2021-05-20/11:30:00,1,3491.4,3500.97,3490.04,3500.86,1964672800,3495.505,10.93,190.258519,-193.326566,2021.222463,1323.200705,935.6441914,763.9502832,591.7533448,500.1228571,404.2444927,350.086,285.844022,247.5481846,202.1222463,175.043,156.5632188,142.922011,123.7740923,110.7069137,90.39181652,78.2816094,63.91666642,3490.215713,204.281114,-144.193576
2021-05-20/11:00:00,1,3492.73,3497.58,3486.58,3491.72,2996863200,3492.08,11,-194.90557,-253.800619,2015.945482,1319.74611,933.2014236,761.9557717,590.2084029,498.8171429,403.1890964,349.172,285.0977442,246.901889,201.5945482,174.586,156.1544656,142.5488721,123.4509445,110.4178815,90.15582273,78.07723278,63.74979362,3489.801169,204.281114,-141.330234
2021-05-20/10:30:00,1,3497.18,3501.68,3491.37,3492.9,4891475800,3496.525,10.31,-232.118842,-266.290714,2016.626755,1320.192108,933.5167919,762.2132688,590.4078593,498.9857143,403.3253511,349.29,285.1940908,246.9853276,201.6626755,174.645,156.2072368,142.5970454,123.4926638,110.4551964,90.1862902,78.10361839,63.77133737,3489.333465,204.281114,-137.27968
2021-05-20/10:00:00,1,3500.88,3507.53,3486.13,3497.76,11214806100,3496.83,21.4,-250.948879,-274.407544,2019.432678,1322.029015,934.8156815,763.2738078,591.2293492,499.68,403.8865355,349.776,285.5909081,247.3289815,201.9432678,174.888,156.4245826,142.795454,123.6644907,110.6088831,90.31177486,78.21229129,63.86006842,3488.749242,204.281114,-132.877814
2021-05-19/15:00:00,1,3507.26,3511.13,3507.05,3510.96,3299942300,3509.09,4.08,135.869579,-154.71693,2027.053701,1327.018146,938.3435299,766.1542839,593.4605564,501.5657143,405.4107402,351.096,286.6686836,248.2623624,202.7053701,175.548,157.0149045,143.3343418,124.1311812,111.0263037,90.65259739,78.50745226,64.10106635,3487.926018,204.281114,-130.182272
2021-05-19/14:30:00,1,3509.58,3510.12,3503.82,3507.25,2294191800,3506.97,6.3,-160.607626,-203.268143,2024.911732,1325.615898,937.3519907,765.3446955,592.833452,501.0357143,404.9823463,350.725,286.3657633,248.0000258,202.4911732,175.3625,156.8489883,143.1828817,124.0000129,110.9089832,90.55680561,78.42449414,64.03333133,3486.894838,204.281114,-128.619172
