date,tid,open,high,low,close,volume,mid,range,fac0,avg,s3,s7,s14,s21,s35,s49,s75,s100,s150,s200,s300,s400,s500,s600,s800,s1000,s1500,s2000,s3000,ma_close,ub,lb
2022-07-18/10:00:00,1,3235.09,3248.72,3226.23,3244.4,10740521600,3237.475,22.49,-249.461107,-333.538132,1873.155213,1226.267936,867.1023733,707.9861231,548.4036928,463.4857143,374.6310427,324.44,264.9041507,229.4137241,187.3155213,162.22,145.0939789,132.4520754,114.706862,102.5969364,83.77004779,72.54698946,59.23436885,3297.406564,108.857563,-198.627344
2022-07-15/15:00:00,1,3248.22,3252.91,3228.06,3228.06,5555509700,3240.485,24.85,-258.619253,-344.045929,1863.72131,1220.091997,862.7353246,704.4204428,545.6417287,461.1514286,372.744262,322.806,263.5699953,228.2583116,186.372131,161.403,144.3632319,131.7849977,114.1291558,102.0802202,83.3481508,72.18161595,58.93604263,3299.694299,108.857563,-194.065269
2022-07-15/14:30:00,1,3256.71,3256.71,3246.53,3247.96,3036022200,3251.62,10.18,-193.992598,-291.738479,1875.21058,1227.61349,868.0538233,708.7629788,549.0054426,463.9942857,375.0421161,324.796,265.1948235,229.6654541,187.521058,162.398,145.253187,132.5974117,114.8327271,102.7095135,83.86196659,72.62659348,59.29936526,3301.814565,108.857563,-190.13977
2022-07-15/14:00:00,1,3262.32,3262.59,3249.37,3256.61,3216377500,3255.98,13.22,-244.488504,-296.387078,1880.20466,1230.882882,870.365633,710.6505635,550.4675595,465.23,376.040932,325.661,265.901093,230.2771015,188.020466,162.8305,145.6400267,132.9505465,115.1385507,102.9830505,84.08530863,72.82001336,59.45729193,3303.741992,108.857563,-186.977293
2022-07-15/13:30:00,1,3273.87,3274.82,3260.72,3262.29,3297024500,3267.77,14.1,-242.925069,-267.295675,1883.48401,1233.029721,871.8836769,711.8900411,551.4276547,466.0414286,376.6968019,326.229,266.3648631,230.6787381,188.348401,163.1145,145.894044,133.1824315,115.3393691,103.1626679,84.2319656,72.94702202,59.56099407,3305.467343,108.857563,-184.215106
2022-07-15/11:30:00,1,3285.76,3285.76,3267.08,3273.87,3229832700,3276.42,18.68,-226.253617,-201.195996,1890.169726,1237.406549,874.9785621,714.4170043,553.385032,467.6957143,378.0339452,327.387,267.3103661,231.4975678,189.0169726,163.6935,146.4119174,133.6551831,115.7487839,103.5288596,84.53095992,73.20595869,59.77241498,3306.921283,108.857563,-182.971677
2022-07-15/11:00:00,1,3286.74,3288.77,3280.4,3285.66,3304956800,3284.585,8.37,173.318807,116.911573,1896.976685,1241.86275,878.1295721,716.9897932,555.3779057,469.38,379.3953371,328.566,268.2730156,232.3312467,189.6976685,164.283,146.9391822,134.1365078,116.1656233,103.9016922,84.83537641,73.46959111,59.98766994,3308.161219,108.857563,-188.51557
2022-07-15/10:30:00,1,3278.67,3288.92,3276.21,3286.85,4591391200,3282.565,12.71,266.674996,-11.197145,1897.663732,1242.312528,878.447613,717.2494725,555.5790524,469.55,379.5327465,328.685,268.3701787,232.4153924,189.7663732,164.3425,146.9924006,134.1850894,116.2076962,103.9393233,84.86610208,73.49620032,60.00939627,3309.353452,116.029891,-188.51557
2022-07-15/10:00:00,1,3261.38,3279.25,3258.75,3279.25,11784522500,3269,20.5,-238.232915,-286.715167,1893.27587,1239.439998,876.4164275,715.5910166,554.294418,468.4642857,378.655174,327.925,267.7496413,231.8779912,189.327587,163.9625,146.6525183,133.8748207,115.9389956,103.6989902,84.66987092,73.32625915,59.87063989,3310.838637,116.029891,-190.121113
2022-07-14/15:00:00,1,3275.56,3282.85,3272.16,3281.74,4413409700,3277.505,10.69,-158.827896,-172.048754,1894.713472,1240.38113,877.081908,716.1343791,554.7153048,468.82,378.9426945,328.174,267.9529489,232.0540608,189.4713472,164.087,146.7638745,133.9764745,116.0270304,103.7777309,84.73416244,73.38193724,59.91610086,3312.458619,116.029891,-189.189052
2022-07-14/14:30:00,1,3282.19,3282.19,3275.08,3275.18,2961483400,3278.635,7.11,-187.403925,-180.342493,1890.926055,1237.901683,875.3286743,714.7028697,553.6064624,467.8828571,378.1852109,327.518,267.4173272,231.5901988,189.0926055,163.759,146.4705024,133.7086636,115.7950994,103.5702855,84.56478397,73.23525119,59.7963322,3313.979442,116.029891,-189.982927
2022-07-14/14:00:00,1,3289.94,3289.94,3276.58,3282.88,3176869500,3283.26,13.36,-231.660665,17.466888,1895.371652,1240.812009,877.3865858,716.3831475,554.908,468.9828571,379.0743303,328.288,268.0460296,232.134671,189.5371652,164.144,146.8148568,134.0230148,116.0673355,103.8137809,84.76359712,73.40742842,59.93691432,3315.464108,116.029891,-201.66333
2022-07-14/13:30:00,1,3294.93,3299.25,3288.17,3290.31,3327600900,3293.71,11.08,168.260719,264.801824,1899.661364,1243.620285,879.3723369,718.0045064,556.1638992,470.0442857,379.9322728,329.031,268.6526865,232.6600513,189.9661364,164.5155,147.1471365,134.3263433,116.3300257,104.0487381,84.95543889,73.57356827,60.07256694,3316.768422,115.312084,-201.66333
2022-07-14/11:30:00,1,3287.63,3295.08,3287.31,3294.5,2637978000,3291.195,7.77,195.683721,264.605913,1902.080462,1245.203956,880.4921615,718.9188394,556.8721384,470.6428571,380.4160924,329.45,268.9947986,232.9563291,190.2080462,164.725,147.334519,134.4973993,116.4781645,104.1812375,85.06362423,73.66725952,60.14906552,3318.002565,110.702893,-201.66333
2022-07-14/11:00:00,1,3281.77,3288.66,3278.9,3287.33,3353804200,3283.78,9.76,176.814727,49.176737,1897.94086,1242.493951,878.5758984,717.3542171,555.6601872,469.6185714,379.5881721,328.733,268.4093705,232.4493335,189.794086,164.3665,147.0138669,134.2046853,116.2246667,103.9545022,84.87849562,73.50693344,60.01815983,3319.449012,109.45129,-201.66333
2022-07-14/10:30:00,1,3275.62,3283.71,3275.43,3281.97,4746301700,3279.57,8.28,228.81513,-75.016136,1894.846263,1240.468061,877.1433781,716.1845692,554.7541819,468.8528571,378.9692526,328.197,267.9717284,232.0703243,189.4846263,164.0985,146.7741604,133.9858642,116.0351621,103.7850041,84.74010102,73.3870802,59.92030007,3321.137243,111.118707,-201.66333
2022-07-14/10:00:00,1,3277.45,3277.45,3261.49,3275.93,10975195800,3269.47,15.96,-239.224351,-272.074415,1891.359067,1238.185156,875.5291202,714.8665332,553.7332355,467.99,378.2718135,327.593,267.4785644,231.6432318,189.1359067,163.7965,146.5040434,133.7392822,115.8216159,103.5940026,84.58414889,73.2520217,59.81002526,3323.108615,111.118707,-202.795527
2022-07-13/15:00:00,1,3278.8,3285.77,3274.33,3284.29,4197741300,3280.05,11.44,176.804319,-64.872153,1896.185716,1241.344939,877.7634242,716.6908347,555.1463335,469.1842857,379.2371431,328.429,268.1611556,232.234373,189.6185716,164.2145,146.877914,134.0805778,116.1171865,103.858369,84.80000316,73.43895698,59.96265728,3325.136454,111.118707,-204.04515
2022-07-13/14:30:00,1,3285.4,3285.8,3272.56,3278.66,3066321100,3279.18,13.24,-190.713195,-181.700816,1892.935234,1239.216999,876.2587434,715.462268,554.1946898,468.38,378.5870467,327.866,267.701468,231.8362719,189.2935234,163.933,146.6261327,133.850734,115.918136,103.6803327,84.65463719,73.31306635,59.85986801,3327.0711,111.118707,-206.781017
2022-07-13/14:00:00,1,3285.92,3287.96,3282.1,3285.49,2699773200,3285.03,5.86,-187.983428,-51.823561,1896.878536,1241.798496,878.0841377,716.9526962,555.3491705,469.3557143,379.3757072,328.549,268.2591352,232.3192259,189.6878536,164.2745,146.9315796,134.1295676,116.1596129,103.8963163,84.83098703,73.46578979,59.98456618,3328.989323,111.118707,-209.694896
2022-07-13/13:30:00,1,3293.57,3297.02,3284.82,3286.18,3045260100,3290.92,12.2,175.968122,187.504165,1897.276908,1242.059292,878.2685479,717.1032665,555.4658018,469.4542857,379.4553815,328.618,268.3154734,232.3680162,189.7276908,164.309,146.9624373,134.1577367,116.1840081,103.918136,84.84880275,73.48121866,59.9971638,3330.784567,111.118707,-217.371135
2022-07-13/11:30:00,1,3287.43,3294.25,3283.95,3293.29,2680482500,3289.1,10.3,230.771033,49.453302,1901.381868,1244.746619,880.1687754,718.6547957,556.6676111,470.47,380.2763736,329.329,268.8960025,232.8707691,190.1381868,164.6645,147.2804062,134.4480013,116.4353846,104.142974,85.03238216,73.6402031,60.12697405,3332.575867,111.427419,-217.371135
2022-07-13/11:00:00,1,3271.72,3287.53,3271.72,3287.53,3367323800,3279.625,15.81,222.859345,-209.886298,1898.05633,1242.569544,878.6293506,717.3978607,555.6939934,469.6471429,379.6112661,328.753,268.4257005,232.4634756,189.805633,164.3765,147.0228112,134.2128502,116.2317378,103.9608268,84.8836596,73.51140558,60.02181132,3334.60372,131.66231,-217.371135
2022-07-13/10:30:00,1,3278.8,3280.87,3266.48,3272.1,4600950000,3273.675,14.39,-238.265802,-281.957407,1889.147816,1236.737552,874.5055097,714.0307586,553.0858474,467.4428571,377.8295632,327.21,267.1658462,231.3724099,188.9147816,163.605,146.3327606,133.5829231,115.6862049,103.4728873,84.48525871,73.16638029,59.74009935,3336.934148,131.66231,-216.23489
2022-07-13/10:00:00,1,3279.6,3290.53,3274.17,3278.43,9526714900,3282.35,16.36,-196.630255,-263.250148,1892.802443,1239.130067,876.1972733,715.4120779,554.1558127,468.3471429,378.5604886,327.843,267.6826886,231.8200085,189.2802443,163.9215,146.6158468,133.8413443,115.9100042,103.6730595,84.64869861,73.30792339,59.85566881,3339.284087,131.66231,-214.221558
2022-07-12/15:00:00,1,3290.06,3290.06,3280.41,3281.47,4288013500,3285.235,9.65,-169.278899,-261.762428,1894.557588,1240.279079,877.0097475,716.0754603,554.6696665,468.7814286,378.9115176,328.147,267.9309035,232.0349689,189.4557588,164.0735,146.7517997,133.9654518,116.0174845,103.7691927,84.72719107,73.37589986,59.91117136,3341.510484,131.66231,-212.501428
2022-07-12/14:30:00,1,3288.22,3292.52,3282.6,3289.84,2553097400,3287.56,9.92,-205.444949,-278.630125,1899.39001,1243.442642,879.2467241,717.901944,556.0844547,469.9771429,379.8780019,328.984,268.6143112,232.6268173,189.939001,164.492,147.1261175,134.3071556,116.3134087,104.0338754,84.94330354,73.56305875,60.06398595,3343.711767,131.66231,-210.523211
2022-07-12/14:00:00,1,3298.74,3300.41,3287.83,3288.28,2659508800,3294.12,12.58,240.979925,-172.015715,1898.489343,1242.853017,878.8297966,717.5615241,555.8207665,469.7542857,379.6978686,328.828,268.4869377,232.5165086,189.8489343,164.414,147.0563522,134.2434689,116.2582543,103.9845438,84.90302452,73.52817609,60.03550438,3345.829697,131.66231,-209.910232
2022-07-12/13:30:00,1,3279.88,3301.6,3277.08,3299.16,3106506500,3289.34,24.52,-240.979925,-301.939358,1904.770914,1246.965271,881.7375989,719.9357348,557.6598222,471.3085714,380.9541828,329.916,269.375286,233.2858408,190.4770914,164.958,147.5429206,134.687643,116.6429204,104.3285997,85.18394491,73.77146029,60.23414509,3347.971124,131.66231,-208.956677
2022-07-12/11:30:00,1,3299.23,3299.23,3279.53,3280.2,2935233500,3289.38,19.7,-265.149136,-301.922898,1893.824353,1239.799064,876.6703257,715.7983236,554.4549973,468.6,378.7648706,328.02,267.8272085,231.9451664,189.3824353,164.01,146.6950036,133.9136042,115.9725832,103.7290318,84.69439981,73.3475018,59.88798444,3350.238617,131.66231,-205.941038
2022-07-12/11:00:00,1,3307.96,3309.17,3295.62,3298.81,3119865800,3302.395,13.55,-237.215885,-177.911914,1904.568842,1246.832983,881.6440574,719.8593585,557.6006614,471.2585714,380.9137683,329.881,269.3467086,233.2610921,190.4568842,164.9405,147.5272681,134.6733543,116.630546,104.3175317,85.17490795,73.76363405,60.227755,3352.353129,131.66231,-204.838941
2022-07-12/10:30:00,1,3304.76,3319.25,3304.47,3308.3,5027766800,3311.86,14.78,216.822046,112.723942,1910.047896,1250.419866,884.1803666,721.9302463,559.2047642,472.6142857,382.0095791,330.83,270.1215639,233.9321364,191.0047896,165.415,147.9516738,135.0607819,116.9660682,104.6176318,85.4199387,73.9758369,60.4010179,3354.162562,131.66231,-211.578382
2022-07-12/10:00:00,1,3307.22,3314.26,3299.52,3304.65,9770061600,3306.89,14.74,-215.606233,-12.771634,1907.940567,1249.040296,883.2048631,721.133751,558.5878016,472.0928571,381.5881134,330.465,269.8235426,233.6740424,190.7940567,165.2325,147.7884408,134.9117713,116.8370212,104.5022087,85.3256961,73.89422042,60.33437832,3355.944559,137.442027,-211.578382
2022-07-11/15:00:00,1,3307.33,3319.03,3307.33,3313.58,3959415100,3313.18,11.7,226.563202,22.516722,1913.096305,1252.415518,885.591506,723.0824367,560.0972471,473.3685714,382.619261,331.358,270.5526741,234.3054888,191.3096305,165.679,148.1878026,135.276337,117.1527444,104.7846001,85.55626771,74.09390129,60.49741707,3357.751453,137.442027,-215.622284
2022-07-11/14:30:00,1,3300.32,3307.3,3297.48,3307.3,2502112000,3302.39,9.82,-167.444618,-269.596779,1909.470545,1250.041902,883.9131054,721.7120284,559.0357333,472.4714286,381.8941091,330.73,270.0399142,233.8614257,190.9470545,165.365,147.9069524,135.0199571,116.9307129,104.5860091,85.39411881,73.95347622,60.38276048,3359.667782,186.597582,-215.622284
2022-07-11/14:00:00,1,3299.54,3308.8,3297.01,3300.27,2491222800,3302.905,11.79,-197.856522,-300.001589,1905.411773,1247.384811,882.0342588,720.1779566,557.8474465,471.4671429,381.0823546,330.027,269.4659171,233.3643297,190.5411773,165.0135,147.5925613,134.7329586,116.6821648,104.3637009,85.21260499,73.79628064,60.25441083,3361.785914,186.597582,-213.010754
2022-07-11/13:30:00,1,3307.3,3313.46,3298.53,3300.06,3167851800,3305.995,14.93,188.51558,-275.340369,1905.290529,1247.305439,881.978134,720.1321309,557.81195,471.4371429,381.0581059,330.006,269.4487707,233.3494804,190.5290529,165.003,147.5831698,134.7243853,116.6747402,104.3570602,85.20718281,73.7915849,60.25057677,3363.88422,186.597582,-210.250845
2022-07-11/11:30:00,1,3305.51,3311.07,3300.87,3307.23,2523194600,3305.97,10.2,-198.574348,-343.286709,1909.430131,1250.015444,883.8943971,721.6967531,559.0239012,472.4614286,381.8860262,330.723,270.0341987,233.856476,190.9430131,165.3615,147.9038219,135.0170994,116.928238,104.5837955,85.39231141,73.95191097,60.38148246,3365.966279,186.597582,-206.785439
2022-07-11/11:00:00,1,3316.7,3317.42,3304.76,3305.88,3394885300,3311.09,12.66,-205.845033,-360.351744,1908.650708,1249.505192,883.5335944,721.402159,558.7957095,472.2685714,381.7301416,330.588,269.9239717,233.7610166,190.8650708,165.294,147.8434481,134.9619858,116.8805083,104.5411047,85.35745456,73.92172405,60.35683495,3367.997365,186.597582,-201.948395
2022-07-11/10:30:00,1,3317.43,3322.52,3308.31,3316.75,5340515500,3315.415,14.21,-280.164765,-377.200883,1914.926505,1253.613666,886.4387241,723.7741874,560.6330749,473.8214286,382.9853011,331.675,270.8115035,234.5296417,191.4926505,165.8375,148.3295693,135.4057517,117.2648208,104.8848443,85.63811676,74.16478464,60.55529309,3369.903862,186.597582,-196.560925
2022-07-11/10:00:00,1,3341.1,3341.1,3315.12,3317.4,10887722200,3328.11,25.98,-331.7019,-375.237998,1915.301783,1253.859343,886.6124439,723.9160291,560.7429449,473.9142857,383.0603566,331.74,270.8645758,234.5756036,191.5301783,165.87,148.3586382,135.4322879,117.2878018,104.9053991,85.65489968,74.17931909,60.56716041,3371.564163,186.597582,-190.936673
2022-07-08/15:00:00,1,3360.29,3360.9,3355.73,3356.08,4051260600,3358.315,5.17,-167.412691,-231.073222,1937.633691,1268.479009,896.9501088,732.3566971,567.2810582,479.44,387.5267383,335.608,274.0227845,237.3106926,193.7633691,167.804,150.0884604,137.0113923,118.6553463,106.1285681,86.65361299,75.04423018,61.27335736,3372.57132,186.597582,-187.592094
2022-07-08/14:30:00,1,3358.73,3367.31,3358.73,3360.35,2257968200,3363.02,8.58,178.650604,-130.548598,1940.098977,1270.092917,898.0913143,733.2884875,568.00282,480.05,388.0197954,336.035,274.3714286,237.6126272,194.0098977,168.0175,150.2794206,137.1857143,118.8063136,106.2635974,86.76386392,75.13971028,61.35131654,3373.040747,186.597582,-188.112476
2022-07-08/14:00:00,1,3360.98,3364,3354.12,3358.97,2627679500,3359.06,9.88,-211.602943,-257.686083,1939.302234,1269.571326,897.7224937,732.9873468,567.7695574,479.8528571,387.8604467,335.897,274.258752,237.5150465,193.9302234,167.9485,150.2177051,137.129376,118.7575232,106.2199579,86.72823247,75.10885254,61.3261213,3373.508071,186.597582,-188.295564
2022-07-08/13:30:00,1,3370.28,3372.61,3359.51,3360.87,2948871700,3366.06,13.1,-182.55742,-181.549557,1940.399199,1270.289458,898.2302901,733.4019608,568.090716,480.1242857,388.0798398,336.087,274.4138864,237.6493968,194.0399199,168.0435,150.3026757,137.2069432,118.8246984,106.2800412,86.77729026,75.15133784,61.36081039,3373.940173,186.597582,-187.695364
2022-07-08/11:30:00,1,3366.55,3373.26,3363.84,3370.28,2220836600,3368.55,9.42,-207.906315,71.050204,1945.832065,1273.846104,900.7452184,735.4553911,569.6812963,481.4685714,389.166413,337.028,275.1822097,238.3147842,194.5832065,168.514,150.7235037,137.5911048,119.1573921,106.5776115,87.02025541,75.36175183,61.5326127,3374.233457,186.597582,-218.387253
2022-07-08/11:00:00,1,3378,3381.64,3365.62,3367.14,3314330900,3373.63,16.02,242.003765,197.986257,1944.019185,1272.659296,899.9060181,734.7701869,569.1505395,481.02,388.8038371,336.714,274.9258298,238.0927527,194.4019185,168.357,150.5830786,137.4629149,119.0463764,106.478316,86.93918096,75.2915393,61.47528441,3374.419179,188.298953,-218.387253
2022-07-08/10:30:00,1,3365,3377.85,3357.5,3377.85,4672686300,3367.675,20.35,-264.469469,73.799314,1950.202607,1276.707295,902.768386,737.1073005,570.9608599,482.55,390.0405214,337.785,275.8002976,238.8500641,195.0202607,168.8925,151.0620444,137.9001488,119.425032,106.8169959,87.21571197,75.53102218,61.67082136,3374.627535,189.916666,-218.387253
2022-07-08/10:00:00,1,3380.37,3386.31,3364.77,3365.26,10198473400,3375.54,21.54,230.752899,281.394475,1942.933767,1271.948722,899.403567,734.3599373,568.8327615,480.7514286,388.5867534,336.526,274.7723284,237.9598166,194.2933767,168.263,150.4990024,137.3861642,118.9799083,106.4188652,86.89063957,75.24950122,61.44096046,3374.819662,190.279767,-218.387253
2022-07-07/15:00:00,1,3365.48,3368.03,3364.4,3364.4,4104499400,3366.215,3.63,167.876048,85.486565,1942.437246,1271.623673,899.1737223,734.1722699,568.6873949,480.6285714,388.4874491,336.44,274.7021097,237.8990055,194.2437246,168.22,150.4605421,137.3510548,118.9495027,106.3916696,86.86843447,75.23027104,61.42525908,3375.043833,190.385933,-218.387253
2022-07-07/14:30:00,1,3367.95,3368.55,3356.91,3365.49,2913121800,3362.73,11.64,-199.945245,105.039598,1943.066557,1272.035654,899.465037,734.4101274,568.8716385,480.7842857,388.6133115,336.549,274.7911078,237.9760801,194.3066557,168.2745,150.5092884,137.3955539,118.9880401,106.4261384,86.89657815,75.25464418,61.44515967,3375.481627,193.269358,-218.387253
2022-07-07/14:00:00,1,3369.47,3373.41,3362.48,3368.08,2848959100,3367.945,10.93,-180.158919,226.540589,1944.561895,1273.014582,900.1572437,734.9753117,569.3094285,481.1542857,388.9123789,336.808,275.0025804,238.1592208,194.4561895,168.404,150.6251167,137.5012902,119.0796104,106.5080414,86.96345166,75.31255834,61.49244638,3375.906405,193.943472,-218.387253
2022-07-07/13:30:00,1,3372.42,3375.86,3368.56,3369.39,2873384800,3372.21,7.3,199.291126,289.597993,1945.318224,1273.509716,900.5073559,735.2611772,569.5308589,481.3414286,389.0636447,336.939,275.1095415,238.2518517,194.5318224,168.4695,150.6837017,137.5547707,119.1259259,106.5494673,86.99727571,75.34185083,61.5163636,3376.195538,191.697317,-218.387253
2022-07-07/11:30:00,1,3365.35,3374.12,3359.48,3372.42,2744946700,3366.8,14.64,212.163498,298.089062,1947.067595,1274.654948,901.3171575,735.9223774,570.0430223,481.7742857,389.413519,337.242,275.3569399,238.4661051,194.7067595,168.621,150.8192074,137.67847,119.2330526,106.6452843,87.07550998,75.40960369,61.57168358,3376.513928,188.301122,-218.387253
2022-07-07/11:00:00,1,3357.54,3368.34,3355.54,3365.01,3400326400,3361.94,12.8,238.465408,209.856572,1942.789429,1271.854231,899.3367516,734.3053828,568.7905037,480.7157143,388.5578859,336.501,274.751916,237.942139,194.2789429,168.2505,150.4878221,137.375958,118.9710695,106.4109595,86.8841846,75.24391105,61.43639611,3377.006069,186.120517,-218.387253
2022-07-07/10:30:00,1,3344.81,3360.69,3344.81,3357.9,4597562900,3352.75,15.88,261.497691,-26.48257,1938.684469,1269.166904,897.4365242,732.7538536,567.5886944,479.7,387.7368938,335.79,274.1713869,237.4393861,193.8684469,167.895,150.1698532,137.0856935,118.719693,106.1861216,86.70060519,75.08492662,61.30658586,3377.729887,182.901654,-218.387253
2022-07-07/10:00:00,1,3353.13,3353.37,3332.31,3344.8,9957219100,3342.84,21.06,-239.740552,-237.262536,1931.12118,1264.215569,893.9354019,729.8951993,565.3743902,477.8285714,386.2242361,334.48,273.1017764,236.5130762,193.112118,167.24,149.5840034,136.5508882,118.2565381,105.7718632,86.36236464,74.79200171,61.06741368,3378.763503,182.901654,-220.601806
2022-07-06/15:00:00,1,3340.14,3356.18,3337.72,3355.35,4158617700,3346.95,18.46,235.753875,-257.333562,1937.212226,1268.203095,896.7550081,732.197398,567.1576657,479.3357143,387.4424451,335.535,273.9631803,237.2590738,193.7212226,167.7675,150.0558138,136.9815901,118.6295369,106.1054835,86.63476447,75.02790688,61.26002944,3379.898957,182.901654,-219.103206
2022-07-06/14:30:00,1,3344.59,3346.02,3333.1,3339.94,4044991500,3339.56,12.92,-258.737618,-338.648612,1928.315258,1262.378662,892.6365123,728.8346603,564.5529003,477.1342857,385.6630516,333.994,272.7049591,236.1694223,192.8315258,166.997,149.3666576,136.3524795,118.0847111,105.6181765,86.23687998,74.68332881,60.97868262,3381.089233,182.901654,-215.949325
2022-07-06/14:00:00,1,3354.15,3360.88,3344.24,3344.8,3110210600,3352.56,16.64,-211.1773,-317.090757,1931.12118,1264.215569,893.9354019,729.8951993,565.3743902,477.8285714,386.2242361,334.48,273.1017764,236.5130762,193.112118,167.24,149.5840034,136.5508882,118.2565381,105.7718632,86.36236464,74.79200171,61.06741368,3382.196528,182.901654,-211.765523
2022-07-06/13:30:00,1,3358.53,3362.71,3349.42,3354.25,3240607200,3356.065,13.29,-206.993429,-318.712839,1936.57714,1267.787334,896.4610207,731.9573583,566.9717318,479.1785714,387.3154281,335.425,273.8733657,237.1812921,193.657714,167.7125,150.0066203,136.9366828,118.590646,106.0706984,86.60636259,75.00331014,61.23994628,3383.041493,182.901654,-207.823009
2022-07-06/11:30:00,1,3361.6,3367.14,3355.95,3358.53,2839774000,3361.545,11.19,-225.773485,-313.807163,1939.0482,1269.405022,897.6048988,732.8913309,567.6951838,479.79,387.8096399,335.853,274.2228262,237.4839338,193.90482,167.9265,150.1980277,137.1114131,118.7419669,106.2060439,86.71687172,75.09901384,61.31808804,3383.739463,182.901654,-203.863589
2022-07-06/11:00:00,1,3366.52,3376.98,3358.14,3361.52,3775645100,3367.56,18.84,-272.936667,-323.559179,1940.774477,1270.535135,898.4040099,733.5438024,568.2005861,480.2171429,388.1548954,336.152,274.4669587,237.6953587,194.0774477,168.076,150.3317446,137.2334793,118.8476794,106.300596,86.79407319,75.16587228,61.37267772,3384.247191,182.901654,-199.771338
2022-07-06/10:30:00,1,3383.58,3388.81,3364.41,3366.49,5719859900,3376.61,24.4,-254.438072,-313.007869,1943.643908,1272.413619,899.7322983,734.6283453,569.0406694,480.9271429,388.7287815,336.649,274.8727575,238.0467908,194.3643908,168.3245,150.5540097,137.4363787,119.0233954,106.4577612,86.92239803,75.27700486,61.46341709,3384.505815,182.901654,-195.637791
2022-07-06/10:00:00,1,3391.03,3391.03,3376.02,3384.13,11573298700,3383.525,15.01,-261.471437,-157.671239,1953.828366,1279.080912,904.4467866,738.4777089,572.0223736,483.4471429,390.7656733,338.413,276.3130574,239.2941271,195.3828366,169.2065,151.3428945,138.1565287,119.6470636,107.015587,87.37786088,75.67144725,61.78547795,3384.497467,182.901654,-194.030067
2022-07-05/15:00:00,1,3387.24,3404.03,3387.24,3404.03,4388521400,3395.635,16.79,279.262198,-30.277415,1965.317637,1286.602405,909.7652853,742.8202449,575.3860875,486.29,393.0635274,340.403,277.9378856,240.7012696,196.5317637,170.2015,152.2328495,138.9689428,120.3506348,107.6448802,87.89167667,76.11642477,62.14880058,3384.173312,182.901654,-196.801178
2022-07-05/14:30:00,1,3374.34,3389.39,3372.06,3387.15,2987641200,3380.725,17.33,-208.803411,-308.675045,1955.571964,1280.222365,905.2539155,739.1367269,572.5328468,483.8785714,391.1143929,338.715,276.5596394,239.5076734,195.5571964,169.3575,151.477953,138.2798197,119.7538367,107.1110878,87.45583694,75.7389765,61.84061536,3383.867536,182.901654,-197.225249
2022-07-05/14:00:00,1,3389.45,3389.97,3373.59,3373.59,3743838600,3381.78,16.38,-264.034921,-321.691378,1947.743095,1275.097166,901.6298531,736.1776923,570.2407884,481.9414286,389.5486189,337.359,275.45247,238.5488366,194.7743095,168.6795,150.8715314,137.726235,119.2744183,106.6822829,87.10571925,75.43576568,61.59304476,3383.758167,182.901654,-192.992478
2022-07-05/13:30:00,1,3398.98,3402.17,3386.95,3389.64,3559266600,3394.56,15.22,257.230158,-263.222619,1957.009566,1281.163496,905.919396,739.6800895,572.9537336,484.2342857,391.4019133,338.964,276.7629471,239.683743,195.7009566,169.482,151.5893092,138.3814735,119.8418715,107.1898285,87.52012846,75.79465459,61.88607633,3383.409745,182.901654,-189.401943
2022-07-05/11:30:00,1,3391.63,3399.03,3375.05,3398.98,4004236000,3387.04,23.98,-299.690825,-251.736536,1962.402018,1284.693684,908.415616,741.7182446,574.5324817,485.5685714,392.4804036,339.898,277.5255549,240.3441807,196.2402018,169.949,152.0070067,138.7627774,120.1720904,107.4851852,87.76128623,76.00350334,62.05660062,3382.949051,182.901654,-186.862832
2022-07-05/11:00:00,1,3411.7,3411.81,3391.64,3391.71,4463297200,3401.725,20.17,-246.041781,161.109485,1958.204682,1281.945883,906.4726268,740.1318005,573.3036275,484.53,391.6409363,339.171,276.9319618,239.8301141,195.8204682,169.5855,151.6818824,138.4659809,119.915057,107.2552876,87.57357563,75.8409412,61.92386918,3382.351606,182.901654,-170.413238
2022-07-05/10:30:00,1,3412,3416.34,3407.46,3411.5,6096697400,3411.9,8.88,-207.585644,239.915946,1969.630443,1289.4258,911.7617268,744.4503325,576.648748,487.3571429,393.9260887,341.15,278.5478086,241.2294784,196.9630443,170.575,152.5669181,139.2739043,120.6147392,107.8811024,88.08455124,76.28345905,62.2851835,3381.335562,182.302189,-170.413238
2022-07-05/10:00:00,1,3411.13,3424.84,3407.32,3412.51,11926468800,3416.08,17.52,264.038467,314.02954,1970.213567,1289.807544,912.0316606,744.6707326,576.8194692,487.5014286,394.0427134,341.251,278.6302747,241.3008962,197.0213567,170.6255,152.6120867,139.3151374,120.6504481,107.9130414,88.11062933,76.30604334,62.30362349,3380.064942,179.309241,-170.413238
2022-07-04/15:00:00,1,3396.68,3405.62,3396.45,3405.43,4447696000,3401.035,9.17,170.95646,244.273608,1966.125927,1287.131555,910.139451,743.1257499,575.6227307,486.49,393.2251854,340.543,278.0521952,240.8002646,196.6125927,170.2715,152.2954595,139.0260976,120.4001323,107.6891521,87.92782451,76.14772973,62.17436097,3378.932629,176.231006,-170.413238
